"error","errorText","isin","mvUnitNotional","scenarioDate","scenarioSpecId","tradehubMessageId","type","zeroSimulation"
"false","","NO0010821598","0.13020629440656992","2008-11-17","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10685125667507125","2008-11-18","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10917361942616716","2008-11-19","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","1.829047253482848","2008-11-20","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10760229187040767","2008-11-21","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10810792058188091","2008-11-24","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10717959045681531","2008-11-25","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.20445047643156758","2008-11-26","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.42067483703864844","2008-11-27","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10824924884763784","2008-11-28","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.17868597814364126","2008-12-01","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10885343332080659","2008-12-02","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10996116353125242","2008-12-03","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10714565512679665","2008-12-04","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.31042033048633494","2008-12-05","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
